2025-11-21,Switch,Kirby Air Riders,US,900
2025-11-24,Switch,Kirby Air Riders,US,2700
2025-11-25,Switch,Kirby Air Riders,US,3600
2025-11-26,Switch,Kirby Air Riders,US,300
2025-11-27,Switch,Kirby Air Riders,US,2700
2025-11-28,Switch,Kirby Air Riders,US,900
2025-12-01,Switch,Kirby Air Riders,US,900
2025-12-02,Switch,Kirby Air Riders,US,900
2025-12-03,Switch,Kirby Air Riders,US,300
2025-12-06,Switch,Kirby Air Riders,US,1800
2025-12-10,Switch,Kirby Air Riders,US,1800
2025-12-13,Switch,Kirby Air Riders,US,900
2025-12-14,Switch,Kirby Air Riders,US,2700
2025-12-16,Switch,Kirby Air Riders,US,6300
2025-12-17,Switch,Kirby Air Riders,US,300
2025-12-21,Switch,Kirby Air Riders,US,900
2025-12-30,Switch,Kirby Air Riders,US,1800
2025-12-31,Switch,Kirby Air Riders,US,900
2026-01-01,Nintendo Classics,The Legend of Zelda: Link's Awakening,US,2700
2026-01-02,Nintendo Classics,The Legend of Zelda: Link's Awakening,US,900
2026-01-03,Nintendo Classics,The Legend of Zelda: Link's Awakening,US,3600
2026-01-07,Switch,The Legend of Zelda: Link's Awakening,US,300
2026-01-08,Switch,The Legend of Zelda: Link's Awakening,US,900
2026-01-10,Switch,The Legend of Zelda: Link's Awakening,US,4500
2026-01-11,Switch,The Legend of Zelda: Link's Awakening,US,4500
2026-01-14,Switch,The Legend of Zelda: Link's Awakening,US,1800
2026-01-15,Switch,The Legend of Zelda: Link's Awakening,US,900
2026-01-16,Switch,The Legend of Zelda: Link's Awakening,US,4500
2026-01-17,Switch,The Legend of Zelda: Link's Awakening,US,2700
2026-01-21,Switch,The Legend of Zelda: Link's Awakening,US,2700
2026-01-21,Switch,Mario Kart World,US,1800
2026-01-22,Switch,The Legend of Zelda: Link's Awakening,US,900
2026-01-27,Switch,The Legend of Zelda: Link's Awakening,US,1800
2026-01-28,Switch,The Legend of Zelda: Link's Awakening,US,3600
2026-01-29,Switch,The Legend of Zelda: Link's Awakening,US,1800
2026-01-31,Switch,The Legend of Zelda: Link's Awakening,US,1800
2026-02-04,Switch,The Legend of Zelda: Link's Awakening,US,3600
2026-02-06,Switch,Kirby Air Riders,US,5400
2026-02-06,Switch,The Legend of Zelda: Link's Awakening,US,300
2026-02-07,Switch,Mario Kart World,US,3600
2026-02-07,Switch,Mario Kart World,US,900
2026-02-08,Switch,The Legend of Zelda: Link's Awakening,US,900
2026-02-08,Switch,Mario Kart World,US,2700
2026-02-25,Switch,Super Mario Odyssey,US,300
2026-02-28,Switch,Super Mario Odyssey,US,2700
2026-03-02,Switch,Mario Kart World,US,1800
2026-03-02,Switch,Super Mario Odyssey,US,900
2026-03-04,Switch,Super Mario Odyssey,US,1800
2026-03-07,Switch,Super Mario Odyssey,US,300
2026-03-14,Switch,Super Mario Odyssey,US,300
2026-03-17,Switch,Super Mario Odyssey,US,900
2026-04-03,Switch,Mario Kart World,US,3600
2026-04-13,Switch,Sonic Mania,US,300
2026-04-13,Switch,Super Mario Odyssey,US,900
2026-04-14,Switch,Mario Kart World,US,1800
2026-04-14,Switch,Sonic Mania,US,900
2026-04-15,Switch,Sonic Mania,US,900
2026-04-16,Switch,Mario Kart World,US,2700
2026-04-21,Switch,Sonic Mania,US,1800
2026-04-22,Switch,Sonic Mania,US,900
2026-04-23,Switch,Sonic Mania,US,900
2026-04-27,Switch,Sonic Mania,US,1800
2026-05-01,Switch,Sonic Mania,US,1800
2026-05-02,Switch,Sonic Mania,US,300
2026-05-03,Switch,Super Mario 3D World + Bowser's Fury,US,300
2026-05-04,Switch,Super Mario 3D World + Bowser's Fury,US,3600
2026-05-06,Switch,Super Mario 3D World + Bowser's Fury,US,300
2026-05-06,Switch,Sonic Mania,US,900
2026-05-07,Switch,Sonic Mania,US,300
2026-05-10,Switch,Super Mario 3D World + Bowser's Fury,US,300
2026-05-10,Switch,Sonic Mania,US,300
2026-05-25,Switch,Super Mario 3D World + Bowser's Fury,US,300
2026-05-25,Switch,Sonic Mania,US,1800
2026-05-28,Switch,Mina the Hollower,US,2700
2026-05-29,Switch,Mario Kart World,US,1800
2026-05-29,Switch,Mina the Hollower,US,900
2026-05-30,Switch,Mario Kart World,US,300
2026-05-30,Switch,Mina the Hollower,US,4500
2026-05-31,Switch,Mina the Hollower,US,5400
2026-06-01,Switch,Mina the Hollower,US,900
2026-06-04,Switch,Mario Kart World,US,900
2026-06-04,Switch,Mina the Hollower,US,300
2026-06-05,Switch,Mina the Hollower,US,1800
2026-06-12,Switch,Mario Kart World,US,1800
2026-06-12,Switch,Mina the Hollower,US,300
2026-06-18,Switch,Mina the Hollower,US,900
2026-06-26,Switch,Mario Kart World,US,2700
2026-06-28,Switch,Super Mario 3D World + Bowser's Fury,US,2700
2026-06-29,Switch,Super Mario 3D World + Bowser's Fury,US,8100
2026-07-02,Switch,Super Mario 3D World + Bowser's Fury,US,900
2026-07-03,Switch,Super Mario 3D World + Bowser's Fury,US,900
2026-07-04,Switch,Super Mario 3D World + Bowser's Fury,US,2700
2026-07-05,Switch,Super Mario 3D World + Bowser's Fury,US,300
2026-07-06,Switch,Super Mario 3D World + Bowser's Fury,US,300
2026-07-20,Switch,Super Mario 3D World + Bowser's Fury,US,1800
2026-07-22,Switch,Super Mario 3D World + Bowser's Fury,US,300
2026-07-25,Switch,Super Mario 3D World + Bowser's Fury,US,1800
2026-07-29,Switch,Super Mario 3D World + Bowser's Fury,US,900
2026-07-31,Switch,Super Mario 3D World + Bowser's Fury,US,900
2026-08-01,Switch,Super Mario 3D World + Bowser's Fury,US,2700
2026-08-03,Switch,Super Mario 3D World + Bowser's Fury,US,1800
2026-08-04,Switch,Super Mario 3D World + Bowser's Fury,US,300
2026-08-13,Switch,Mario Party Superstars,US,7200
2026-08-15,Switch,Super Mario 3D World + Bowser's Fury,US,300
2026-08-16,Switch,Big Walk,US,300
2026-08-16,Switch,Super Mario 3D World + Bowser's Fury,US,900
2026-08-19,Switch,Big Walk,US,7200
2026-08-25,Switch,Super Mario 3D World + Bowser's Fury,US,1800
